transaction_id,order_id,sale_date,posting_timestamp,customer_id,customer_name,customer_type,facility_state,sales_region,sales_rep_id,product_sku,product_family,procedure_category,units,unit_price,gross_sales,discount_pct,discount_amount,net_sales,cost_of_goods,gross_margin,currency,sales_channel,contract_id,purchase_order_number,invoice_number,payment_status,source_updated_at
TXN-000662,SO-100661,2026-04-06,2026-04-06T14:03:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1640.00,1640.00,0.1000,164.00,1476.00,690.00,786.00,USD,ASC Program,AGR-ORTHO-26-310,CPO-006-2026-0029,SI-880661,OPEN,2026-04-06T17:03:00+00:00
TXN-000663,SO-100662,2026-03-30,2026-03-30T14:04:00+00:00,CUS-011,Desert Ridge Ambulatory Surgery,ASC,AZ,Mountain,REP-035,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,5,1191.80,5959.00,0.1200,715.08,5243.92,2650.00,2593.92,USD,Distributor,AGR-ORTHO-26-310,CPO-011-2026-0030,SI-880662,PAID,2026-03-30T17:04:00+00:00
TXN-000664,SO-100663,2026-05-03,2026-05-03T14:05:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-033,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,1,5312.60,5312.60,0.1900,1009.39,4303.21,2680.30,1622.91,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0031,SI-880663,PAID,2026-05-03T17:05:00+00:00
TXN-000665,SO-100664,2026-04-09,2026-04-09T14:06:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-034,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,3,1156.40,3469.20,0.1800,624.46,2844.74,1558.20,1286.54,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0032,SI-880664,PAID,2026-04-10T17:06:00+00:00
TXN-000666,SO-100665,2026-03-26,2026-03-26T14:07:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4336.20,4336.20,0.1900,823.88,3512.32,2263.80,1248.52,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0033,SI-880665,PAID,2026-03-26T17:07:00+00:00
TXN-000667,SO-100666,2025-12-20,2025-12-20T14:08:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-008,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,4,1203.60,4814.40,0.1700,818.45,3995.95,2120.00,1875.95,USD,Direct,AGR-ORTHO-26-324,CPO-003-2025-0034,SI-880666,PAID,2025-12-22T17:08:00+00:00
TXN-000668,SO-100667,2026-02-08,2026-02-08T14:09:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-018,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6420.00,6420.00,0.1200,770.40,5649.60,3495.00,2154.60,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0035,SI-880667,PAID,2026-02-08T17:09:00+00:00
TXN-000669,SO-100668,2026-06-04,2026-06-04T14:10:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-028,SOM-PLATE-8H,Trauma Plating,Trauma fixation,5,875.00,4375.00,0.2450,1071.88,3303.12,1825.00,1478.12,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0036,SI-880668,OPEN,2026-06-05T17:10:00+00:00
TXN-000670,SO-100669,2026-03-09,2026-03-09T14:11:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-005,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,875.00,1750.00,0.1800,315.00,1435.00,715.40,719.60,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0037,SI-880669,PAID,2026-03-10T17:11:00+00:00
TXN-000671,SO-100670,2026-04-19,2026-04-19T14:12:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-021,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,2,5260.00,10520.00,0.1100,1157.20,9362.80,5360.60,4002.20,USD,ASC Program,AGR-ORTHO-26-310,CPO-006-2026-0038,SI-880670,PAID,2026-04-19T17:12:00+00:00
TXN-000672,SO-100671,2026-06-17,2026-06-17T14:13:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-016,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4825.00,4825.00,0.1300,627.25,4197.75,2540.00,1657.75,USD,Direct,AGR-ORTHO-26-331,CPO-004-2026-0039,SI-880671,PAID,2026-06-17T17:13:00+00:00
TXN-000673,SO-100672,2026-05-04,2026-05-04T14:14:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-019,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,2975.00,2975.00,0.1350,401.63,2573.37,1488.00,1085.37,USD,Distributor,AGR-ORTHO-26-317,CPO-007-2026-0040,SI-880672,OPEN,2026-05-06T17:14:00+00:00
TXN-000674,SO-100673,2026-02-21,2026-02-21T14:15:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-035,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,866.25,866.25,0.1200,103.95,762.30,372.30,390.00,USD,Distributor,AGR-ORTHO-26-317,CPO-012-2026-0041,SI-880673,OPEN,2026-02-21T17:15:00+00:00
TXN-000675,SO-100674,2026-04-10,2026-04-10T14:16:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-030,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,4,1191.80,4767.20,0.1950,929.60,3837.60,2120.00,1717.60,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0042,SI-880674,PAID,2026-04-10T17:16:00+00:00
TXN-000676,SO-100675,2026-02-12,2026-02-12T14:17:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4921.50,9843.00,0.1100,1082.73,8760.27,4978.40,3781.87,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0043,SI-880675,OPEN,2026-02-12T17:17:00+00:00
TXN-000677,SO-100676,2026-03-06,2026-03-06T14:18:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-026,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,2,6548.40,13096.80,0.1200,1571.62,11525.18,6990.00,4535.18,USD,Distributor,AGR-ORTHO-26-324,CPO-008-2026-0044,SI-880676,OPEN,2026-03-06T17:18:00+00:00
TXN-000678,SO-100677,2026-01-18,2026-01-18T14:19:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-033,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,4,2975.00,11900.00,0.1950,2320.50,9579.50,5952.00,3627.50,USD,Distributor,AGR-ORTHO-26-338,CPO-010-2026-0045,SI-880677,PAID,2026-01-19T17:19:00+00:00
TXN-000679,SO-100678,2025-12-28,2025-12-28T14:20:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-031,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,5,4380.00,21900.00,0.2450,5365.50,16534.50,11781.00,4753.50,USD,Direct,AGR-ORTHO-26-331,CPO-009-2025-0046,SI-880678,PAID,2025-12-28T17:20:00+00:00
TXN-000680,SO-100679,2026-03-02,2026-03-02T14:21:00+00:00,CUS-011,Desert Ridge Ambulatory Surgery,ASC,AZ,Mountain,REP-031,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1180.00,1180.00,0.1150,135.70,1044.30,519.40,524.90,USD,Distributor,AGR-ORTHO-26-310,CPO-011-2026-0047,SI-880679,PAID,2026-03-02T17:21:00+00:00
TXN-000681,SO-100680,2025-12-18,2025-12-18T14:22:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,3,1156.40,3469.20,0.1800,624.46,2844.74,1590.00,1254.74,USD,Direct,AGR-ORTHO-26-310,CPO-001-2025-0048,SI-880680,OPEN,2025-12-18T17:22:00+00:00
TXN-000682,SO-100681,2026-04-19,2026-04-19T14:23:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-003,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,2,4873.25,9746.50,0.2250,2192.96,7553.54,5080.00,2473.54,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0049,SI-880681,PAID,2026-04-19T17:23:00+00:00
TXN-000683,SO-100682,2026-05-25,2026-05-25T14:24:00+00:00,CUS-012,New England Sports Medicine,Hospital,MA,Northeast,REP-037,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4825.00,4825.00,0.1200,579.00,4246.00,2590.80,1655.20,USD,Distributor,AGR-ORTHO-26-317,CPO-012-2026-0050,SI-880682,PAID,2026-05-26T17:24:00+00:00
TXN-000684,SO-100683,2026-04-11,2026-04-11T14:25:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-020,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1168.20,1168.20,0.1100,128.50,1039.70,540.60,499.10,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0051,SI-880683,OPEN,2026-04-13T17:25:00+00:00
TXN-000685,SO-100684,2025-12-17,2025-12-17T14:26:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-018,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1465.10,1465.10,0.1950,285.69,1179.41,625.00,554.41,USD,ASC Program,AGR-ORTHO-26-338,CPO-005-2025-0052,SI-880684,PAID,2025-12-17T17:26:00+00:00
TXN-000686,SO-100685,2026-02-01,2026-02-01T14:27:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-034,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1180.00,1180.00,0.1800,212.40,967.60,540.60,427.00,USD,ASC Program,AGR-ORTHO-26-338,CPO-010-2026-0053,SI-880685,PAID,2026-02-02T17:27:00+00:00
TXN-000687,SO-100686,2026-03-10,2026-03-10T14:28:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-010,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1623.60,3247.20,0.1350,438.37,2808.83,1352.40,1456.43,USD,Distributor,AGR-ORTHO-26-331,CPO-004-2026-0054,SI-880686,PAID,2026-03-10T17:28:00+00:00
TXN-000688,SO-100687,2026-06-01,2026-06-01T14:29:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-008,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1672.80,3345.60,0.1750,585.48,2760.12,1380.00,1380.12,USD,Distributor,AGR-ORTHO-26-324,CPO-003-2026-0055,SI-880687,OPEN,2026-06-02T17:29:00+00:00
TXN-000689,SO-100688,2026-01-13,2026-01-13T14:30:00+00:00,CUS-011,Desert Ridge Ambulatory Surgery,ASC,AZ,Mountain,REP-033,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1156.40,2312.80,0.1150,265.97,2046.83,1060.00,986.83,USD,ASC Program,AGR-ORTHO-26-310,CPO-011-2026-0056,SI-880688,PAID,2026-01-13T17:30:00+00:00
TXN-000690,SO-100689,2026-03-08,2026-03-08T14:31:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-004,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,4,4825.00,19300.00,0.1900,3667.00,15633.00,10160.00,5473.00,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0057,SI-880689,OPEN,2026-03-09T17:31:00+00:00
TXN-000691,SO-100690,2026-04-07,2026-04-07T14:32:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-020,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1480.05,2960.10,0.1200,355.21,2604.89,1250.00,1354.89,USD,Distributor,AGR-ORTHO-26-310,CPO-006-2026-0058,SI-880690,PAID,2026-04-07T17:32:00+00:00
TXN-000692,SO-100691,2026-03-13,2026-03-13T14:33:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-024,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,2,5207.40,10414.80,0.1300,1353.92,9060.88,5470.00,3590.88,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0059,SI-880691,OPEN,2026-03-13T17:33:00+00:00
TXN-000693,SO-100692,2026-04-24,2026-04-24T14:34:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-025,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,1,4336.20,4336.20,0.1200,520.34,3815.86,2263.80,1552.06,USD,Direct,AGR-ORTHO-26-317,CPO-007-2026-0060,SI-880692,PAID,2026-04-25T17:34:00+00:00
TXN-000694,SO-100693,2025-12-07,2025-12-07T14:35:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-028,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4728.50,4728.50,0.1900,898.42,3830.08,2489.20,1340.88,USD,Direct,AGR-ORTHO-26-338,CPO-010-2025-0061,SI-880693,PAID,2025-12-08T17:35:00+00:00
TXN-000695,SO-100694,2026-02-05,2026-02-05T14:36:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-008,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,5,3004.75,15023.75,0.1700,2554.04,12469.71,7588.80,4880.91,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0062,SI-880694,OPEN,2026-02-05T17:36:00+00:00
TXN-000696,SO-100695,2025-12-15,2025-12-15T14:37:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-018,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,875.00,875.00,0.1100,96.25,778.75,365.00,413.75,USD,Direct,AGR-ORTHO-26-310,CPO-006-2025-0063,SI-880695,OPEN,2025-12-15T17:37:00+00:00
TXN-000697,SO-100696,2026-05-25,2026-05-25T14:38:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-019,SOM-SCREW-45,Trauma Plating,Trauma fixation,2,147.46,294.92,0.1200,35.39,259.53,84.00,175.53,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0064,SI-880696,PARTIALLY_PAID,2026-05-25T17:38:00+00:00
TXN-000698,SO-100697,2026-03-20,2026-03-20T14:39:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-032,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,3,1672.80,5018.40,0.1950,978.59,4039.81,2028.60,2011.21,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0065,SI-880697,PAID,2026-03-21T17:39:00+00:00
TXN-000699,SO-100698,2026-04-19,2026-04-19T14:40:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-006,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,2,1495.00,2990.00,0.2250,672.75,2317.25,1250.00,1067.25,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0066,SI-880698,PAID,2026-04-19T17:40:00+00:00
TXN-000700,SO-100699,2026-02-21,2026-02-21T14:41:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-028,SOM-PLATE-8H,Trauma Plating,Trauma fixation,2,857.50,1715.00,0.1200,205.80,1509.20,744.60,764.60,USD,Direct,AGR-ORTHO-26-324,CPO-008-2026-0067,SI-880699,PAID,2026-02-22T17:41:00+00:00
TXN-000701,SO-100700,2026-04-20,2026-04-20T14:42:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-016,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,1,5365.20,5365.20,0.1150,617.00,4748.20,2735.00,2013.20,USD,ASC Program,AGR-ORTHO-26-310,CPO-006-2026-0068,SI-880700,PAID,2026-04-22T17:42:00+00:00
TXN-000702,SO-100701,2026-04-14,2026-04-14T14:43:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-017,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1180.00,2360.00,0.1100,259.60,2100.40,1081.20,1019.20,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0069,SI-880701,PAID,2026-04-14T17:43:00+00:00
TXN-000703,SO-100702,2026-04-03,2026-04-03T14:44:00+00:00,CUS-009,Northwest Specialty Distribution,Distributor,WA,West,REP-027,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4825.00,4825.00,0.2400,1158.00,3667.00,2489.20,1177.80,USD,Direct,AGR-ORTHO-26-331,CPO-009-2026-0070,SI-880702,PAID,2026-04-03T17:44:00+00:00
TXN-000704,SO-100703,2026-04-30,2026-04-30T14:45:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-004,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,883.75,883.75,0.2150,190.01,693.74,372.30,321.44,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0071,SI-880703,PAID,2026-05-01T17:45:00+00:00
TXN-000705,SO-100704,2026-03-14,2026-03-14T14:46:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-011,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1495.00,1495.00,0.1600,239.20,1255.80,625.00,630.80,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0072,SI-880704,PAID,2026-03-15T17:46:00+00:00
TXN-000706,SO-100705,2025-12-12,2025-12-12T14:00:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,SOM-PLATE-8H,Trauma Plating,Trauma fixation,3,892.50,2677.50,0.1700,455.18,2222.32,1095.00,1127.32,USD,Direct,AGR-ORTHO-26-324,CPO-003-2025-0073,SI-880705,OPEN,2025-12-12T17:00:00+00:00
TXN-000707,SO-100706,2025-10-11,2025-10-11T14:01:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-013,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,1,1180.00,1180.00,0.1800,212.40,967.60,519.40,448.20,USD,Direct,AGR-ORTHO-26-324,CPO-003-2025-0074,SI-880706,PARTIALLY_PAID,2025-10-12T17:01:00+00:00
TXN-000708,SO-100707,2026-03-12,2026-03-12T14:02:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-001,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,1,1509.95,1509.95,0.2000,301.99,1207.96,625.00,582.96,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0075,SI-880707,OPEN,2026-03-12T17:02:00+00:00
TXN-000709,SO-100708,2026-02-13,2026-02-13T14:03:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-008,TRI-KNEE-CR-04,Triathlon Knee,Total knee arthroplasty,3,4467.60,13402.80,0.1700,2278.48,11124.32,7068.60,4055.72,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0076,SI-880708,PAID,2026-02-13T17:03:00+00:00
TXN-000710,SO-100709,2026-05-04,2026-05-04T14:04:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-018,SPN-CAGE-LORD,Spine Interbody,Lumbar fusion,1,5207.40,5207.40,0.1200,624.89,4582.51,2680.30,1902.21,USD,Direct,AGR-ORTHO-26-310,CPO-006-2026-0077,SI-880709,PAID,2026-05-04T17:04:00+00:00
TXN-000711,SO-100710,2026-01-04,2026-01-04T14:05:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-013,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,2,1203.60,2407.20,0.1400,337.01,2070.19,1060.00,1010.19,USD,ASC Program,AGR-ORTHO-26-331,CPO-004-2026-0078,SI-880710,PARTIALLY_PAID,2026-01-06T17:05:00+00:00
TXN-000712,SO-100711,2026-05-07,2026-05-07T14:06:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-011,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,3,6420.00,19260.00,0.1700,3274.20,15985.80,10275.30,5710.50,USD,Direct,AGR-ORTHO-26-324,CPO-003-2026-0079,SI-880711,PAID,2026-05-07T17:06:00+00:00
TXN-000713,SO-100712,2025-12-27,2025-12-27T14:07:00+00:00,CUS-008,Gulf Coast Trauma Hospital,Hospital,FL,Southeast,REP-027,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,3,6355.80,19067.40,0.1300,2478.76,16588.64,10485.00,6103.64,USD,Distributor,AGR-ORTHO-26-324,CPO-008-2025-0080,SI-880712,PARTIALLY_PAID,2025-12-27T17:07:00+00:00
TXN-000714,SO-100713,2026-04-12,2026-04-12T14:08:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-025,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,1,1656.40,1656.40,0.1300,215.33,1441.07,690.00,751.07,USD,Distributor,AGR-ORTHO-26-317,CPO-007-2026-0081,SI-880713,PAID,2026-04-13T17:08:00+00:00
TXN-000715,SO-100714,2026-04-28,2026-04-28T14:09:00+00:00,CUS-006,Pacific Motion Surgery Partners,ASC,CA,West,REP-016,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,857.50,857.50,0.1100,94.33,763.17,365.00,398.17,USD,Distributor,AGR-ORTHO-26-310,CPO-006-2026-0082,SI-880714,OPEN,2026-04-28T17:09:00+00:00
TXN-000716,SO-100715,2026-03-13,2026-03-13T14:10:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-002,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,875.00,875.00,0.1900,166.25,708.75,357.70,351.05,USD,ASC Program,AGR-ORTHO-26-310,CPO-001-2026-0083,SI-880715,OPEN,2026-03-13T17:10:00+00:00
TXN-000717,SO-100716,2026-04-05,2026-04-05T14:11:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-003,ACC-HIP-LIN-36,Acetabular System,Total hip arthroplasty,4,1168.20,4672.80,0.2250,1051.38,3621.42,2120.00,1501.42,USD,ASC Program,AGR-ORTHO-26-310,CPO-001-2026-0084,SI-880716,PAID,2026-04-07T17:11:00+00:00
TXN-000718,SO-100717,2026-04-15,2026-04-15T14:12:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-004,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,1,4825.00,4825.00,0.2300,1109.75,3715.25,2590.80,1124.45,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0085,SI-880717,OPEN,2026-04-17T17:12:00+00:00
TXN-000719,SO-100718,2026-04-12,2026-04-12T14:13:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-008,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,3034.50,3034.50,0.1450,440.00,2594.50,1488.00,1106.50,USD,Direct,AGR-ORTHO-26-317,CPO-002-2026-0086,SI-880718,PAID,2026-04-13T17:13:00+00:00
TXN-000720,SO-100719,2026-01-23,2026-01-23T14:14:00+00:00,CUS-002,Hudson Valley Surgical Center,ASC,NY,Northeast,REP-009,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,2,2915.50,5831.00,0.1200,699.72,5131.28,2976.00,2155.28,USD,Distributor,AGR-ORTHO-26-317,CPO-002-2026-0087,SI-880719,PAID,2026-01-23T17:14:00+00:00
TXN-000721,SO-100720,2026-01-13,2026-01-13T14:15:00+00:00,CUS-011,Desert Ridge Ambulatory Surgery,ASC,AZ,Mountain,REP-037,TRI-KNEE-PS-05,Triathlon Knee,Total knee arthroplasty,3,4825.00,14475.00,0.1200,1737.00,12738.00,7620.00,5118.00,USD,Direct,AGR-ORTHO-26-310,CPO-011-2026-0088,SI-880720,PAID,2026-01-14T17:15:00+00:00
TXN-000722,SO-100721,2026-02-02,2026-02-02T14:16:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-013,SOM-PLATE-8H,Trauma Plating,Trauma fixation,3,857.50,2572.50,0.2000,514.50,2058.00,1095.00,963.00,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0089,SI-880721,PAID,2026-02-02T17:16:00+00:00
TXN-000723,SO-100722,2026-04-23,2026-04-23T14:17:00+00:00,CUS-007,Front Range Medical Center,Hospital,CO,Mountain,REP-020,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,3,1465.10,4395.30,0.1300,571.39,3823.91,1875.00,1948.91,USD,Distributor,AGR-ORTHO-26-317,CPO-007-2026-0090,SI-880722,PAID,2026-04-23T17:17:00+00:00
TXN-000724,SO-100723,2026-01-30,2026-01-30T14:18:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-015,MAKO-HIP-KIT,Robotic Procedure Kit,Robotic-assisted hip,4,1509.95,6039.80,0.1800,1087.16,4952.64,2550.00,2402.64,USD,ASC Program,AGR-ORTHO-26-338,CPO-005-2026-0091,SI-880723,PAID,2026-01-30T17:18:00+00:00
TXN-000725,SO-100724,2026-03-21,2026-03-21T14:19:00+00:00,CUS-005,Lone Star Orthopedic Network,IDN,TX,South Central,REP-016,REV-FEM-STEM-12,Revision Hip,Revision arthroplasty,1,6291.60,6291.60,0.1900,1195.40,5096.20,3425.10,1671.10,USD,Direct,AGR-ORTHO-26-338,CPO-005-2026-0092,SI-880724,OPEN,2026-03-21T17:19:00+00:00
TXN-000726,SO-100725,2026-04-15,2026-04-15T14:20:00+00:00,CUS-001,Atlantic Ortho Alliance,IDN,PA,Northeast,REP-005,SOM-PLATE-8H,Trauma Plating,Trauma fixation,1,875.00,875.00,0.2250,196.88,678.12,365.00,313.12,USD,Direct,AGR-ORTHO-26-310,CPO-001-2026-0093,SI-880725,OPEN,2026-04-15T17:20:00+00:00
TXN-000727,SO-100726,2026-03-04,2026-03-04T14:21:00+00:00,CUS-003,Great Lakes University Hospital,Academic Medical Center,OH,Midwest,REP-012,ACC-HIP-CUP-56,Acetabular System,Total hip arthroplasty,1,3034.50,3034.50,0.1700,515.87,2518.63,1517.76,1000.87,USD,Distributor,AGR-ORTHO-26-324,CPO-003-2026-0094,SI-880726,OPEN,2026-03-04T17:21:00+00:00
TXN-000728,SO-100727,2026-04-11,2026-04-11T14:22:00+00:00,CUS-004,Blue Ridge Joint Institute,Hospital,NC,Southeast,REP-016,SOM-PLATE-8H,Trauma Plating,Trauma fixation,5,875.00,4375.00,0.1350,590.63,3784.37,1825.00,1959.37,USD,Distributor,AGR-ORTHO-26-331,CPO-004-2026-0095,SI-880727,PAID,2026-04-11T17:22:00+00:00
TXN-000729,SO-100728,2026-05-08,2026-05-08T14:23:00+00:00,CUS-010,Prairie Orthopedics Cooperative,IDN,IL,Midwest,REP-028,MAKO-KNEE-KIT,Robotic Procedure Kit,Robotic-assisted knee,2,1640.00,3280.00,0.1900,623.20,2656.80,1380.00,1276.80,USD,Direct,AGR-ORTHO-26-338,CPO-010-2026-0096,SI-880728,PAID,2026-05-09T17:23:00+00:00
